Country,Country Code,Series,Series Code,1987 [1987],1988 [1988],1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994],1995 [1995],1996 [1996],1997 [1997],1998 [1998],1999 [1999],2000 [2000],2001 [2001],2002 [2002],2003 [2003],2004 [2004],2005 [2005],2006 [2006],2007 [2007],2008 [2008],2009 [2009],2010 [2010],2011 [2011],2012 [2012],2013 [2013],2014 [2014],2015 [2015],2016 [2016],2017 [2017],2018 [2018],2019 [2019],2020 [2020],2021 [2021],2022 [2022],2023 [2023]
Hong Kong China,HKG,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,50451.1017999131,59533.2341815575,68694.3116642129,76847.0127520144,88856.2021481919,104169.045655401,120214.801008329,135690.769001276,144553.521581235,159496.753341517,177253.164056678,169037.730825272,165709.272768236,171661.353644008,169398.383401929,166314.162827052,161332.913337308,169044.627347224,181414.847353522,193324.226428402,211257.474804733,219421.341454018,213995.292513513,228486.557977525,248368.727712433,262289.121471404,275330.873502258,291233.692377237,309375.041909897,320838.57734388,341223.612415284,361796.54876378,363257.249587223,345019.352522272,369022.71812828,360052.072852447,93472.5040548224
Hungary,HUN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,97959.6607736903,98035.3820932607,101113.713507668,105010.303871822,108124.39785748,113198.880327933,117818.455640504,123398.102116618,128310.459162057,134582.908179149,140381.799379911,146145.794659268,146606.870064787,147918.557873794,138110.951274037,139523.395971163,142141.611485239,140612.61122701,143153.672796257,149078.780935246,154529.924463077,157906.096015583,164854.730889335,173754.543882412,182202.761558096,173671.062509362,186101.973980206,194645.425862074,48178.0687359778
Hungary,HUN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,46333.0958718085,46702.0682379699,47223.5794584876,48586.5610813273,48915.2114777103,47124.4576425241,53684.4296185882,67858.3259191359,85127.8706725489,104330.230327843,113011.21158755,115660.870620133,140246.000298479,159590.135168943,131963.524339776,132169.992900272,142373.190746626,128979.385119818,135759.424706475,141040.263912611,125070.848057845,128410.782802959,143272.09403395,160281.249699813,163767.781859855,157278.301665,181558.832745449,178931.565989208,48416.7064564216
Iceland,ISL,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,8047.44395786136,8414.98531766547,8900.66640122844,9556.00864322133,9941.58217160188,10437.1699404538,10856.0726268839,10916.8136164838,11150.7247991681,12020.7452449309,12756.9553920231,13562.8125387225,14709.5263710471,15034.5323602099,13882.314813836,13489.0627704604,13738.0441228873,13884.1627275228,14516.2359336317,14761.1478732463,15416.0564892838,16387.8322688595,17075.3028585639,17910.1328902531,18233.437731437,16912.9999990388,17645.9079177014,18783.1086636812,4831.29361594608
Iceland,ISL,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,7124.51719319043,7423.07114768046,7583.7293746407,8505.6089121471,8978.7283677433,9022.31996062008,8227.8733486034,9378.8556847702,11437.1509651644,13858.1308346224,16882.5856100478,17550.4386787045,21706.7403796331,18740.935561052,13151.2379892079,13798.4670159009,15208.5665765315,14746.4815499637,16134.9644944103,17879.8091302277,17537.2739883277,20849.3051278604,24779.4386199057,26382.0830038703,24669.0182753974,21610.9835011654,25552.3371237748,27859.0553185741,7163.93089194703
India,IND,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,453030.065651476,625744.794619736,663426.661700582,709406.861540049,749625.793645911,778786.199092555,814694.105720309,870750.225331485,938128.656123741,1022802.7241547,1118363.53442397,1230843.58317862,1307484.24820228,1374424.62872126,1524443.39087267,1642998.691108,1738269.37657755,1845287.06249094,1974811.37061504,2123148.74502906,2314432.98815273,2455944.98578151,2634464.31033175,2755472.88296901,2584365.292694,2817727.55710076,3008246.21432198,780632.690745579
India,IND,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,287155.077432638,407935.889888335,411569.381846428,439817.753836495,461904.555036284,472898.965959798,495358.27525201,573906.374961043,669116.823511533,782738.302326612,882891.194729254,1129423.61096373,1244475.62416396,1225182.18122364,1575965.17518631,1813487.22288335,1804121.12914109,1862901.03647342,2001427.73942527,2088314.58935584,2228123.3540436,2554683.86618571,2732356.29930576,2805371.41540354,2597964.57874956,3074210.25961151,3381373.96374669,856023.534767109
Indonesia,IDN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,222096.546655381,237650.038524101,259079.178463397,282353.142581402,307596.940258117,327896.717602427,354082.321716099,380936.60736026,412063.629537363,444425.894164558,465712.982809052,405022.529937212,408036.576047827,428133.187874566,443572.77728795,463391.113206665,485443.979660184,509759.066751664,538772.991869623,568402.340682244,604474.30520694,649371.976188313,680041.70981501,723477.888153557,768181.221242305,814468.399202109,859681.389059551,902707.220479963,946726.103973523,994381.51988847,1044710.54271413,1098776.55441105,1153942.00222243,1130690.73322627,1172293.92628979,1234476.96079263,317974.040066685
Indonesia,IDN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,95413.7038640935,107450.208985754,122728.936354539,138396.12453555,154612.217882023,168056.406359058,190825.205488914,213744.331950735,244750.746359771,276636.405350161,271646.862834922,116556.314138585,170268.034272028,180427.38748316,175044.571168029,213459.560455739,255554.334766736,279351.254567338,310456.334507474,396161.435584048,469779.192772752,560069.204156114,582683.469460663,755776.246242163,892656.364757908,917770.145235906,915788.086357218,890450.317414084,860906.629931727,931853.131601926,1015254.62141194,1042394.37098012,1119040.63273394,1062261.46062715,1187001.02771523,1318215.86989686,340892.726195091
Iran Islamic Rep.,IRN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iran Islamic Rep.,IRN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,111505.981914556,119294.703259026,131803.039047814,143556.824780427,157961.151415015,171454.814188702,180482.264635887,189927.149821796,197617.451593721,209922.160680693,222571.903901298,234237.451396458,246602.11723452,235941.128134987,222419.183874936,224910.217193821,230162.654841224,229940.927988136,233533.808015737,252759.562445551,310479.813594264,317509.459844742,347637.161637904,378296.555374698,399529.164076856,421990.320546638,478577.049721908,536619.709815164,130088.04971474
Ireland,IRL,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,72560.0633380499,77422.0622433218,78120.4171148841,89683.2126934697,98561.2924661598,99764.7025028628,108484.563875236,127240.615442591,163210.942607967,192619.80563504,209558.053695529,230195.01444827,267070.352643341,272750.052971208,232562.25167737,218439.492964496,238838.453993962,225611.109832961,237569.255159753,258283.931263445,292171.770808189,297983.248866892,336913.685444967,385750.710045888,398168.84873038,427028.224784437,503699.720582861,528471.677136674,132994.119097043
Isle of Man,IMN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,134678.633042014,142311.220023077,148028.422377682,153361.534503627,159303.593700637,173258.711166773,173513.002059365,173058.221857718,175734.549060301,183777.765167733,192163.815581021,202318.080369837,214492.196537003,221335.371942582,223321.929067442,235736.825415639,248988.66209249,255875.264785229,267196.276022409,278143.571327307,284714.36113731,297191.503263769,310257.808919365,323692.763990408,336544.104574562,330249.560563437,359034.855331981,381846.002963558,97720.3228299718
Israel,ISR,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,39472.9552241682,48561.3025638545,50276.5808213089,57581.9200238725,65481.8634511729,72506.0238785398,72789.0024689783,82908.9056381238,104965.543074476,114665.839920099,119026.168956015,120399.415481195,120918.397566438,136004.275942644,134665.710495713,125115.607774211,131589.91798258,140033.017867272,147043.50889588,158817.946670991,184245.185377162,220957.31005067,212450.457018985,238817.837123963,266853.243292266,262377.696047351,297950.349676567,314547.770734028,303715.067552916,322141.186103603,358474.071356896,376090.21779102,402334.452682526,413654.160957748,488050.268761218,522033.880385195,130158.053790637
Italy,ITA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,1669094.07068718,1740864.54067189,1801360.56843592,1836521.80420928,1846861.13473745,1859779.14584705,1843818.78381541,1885887.15346159,1941730.93579693,1966017.93643131,2004467.60515106,2037130.46079303,2069069.31721601,2153739.66595064,2191638.88803698,2197099.31864036,2202212.64407256,2228693.66022926,2251443.29579575,2294049.16038984,2324549.08455467,2302150.43966501,2179453.94232622,2215854.65440116,2234984.29387266,2167555.22886483,2127180.93968099,2128849.11677234,2142612.87294457,2172987.16576013,2210822.92458756,2228327.12752984,2238913.8352509,2036436.25045067,2178264.97759807,2261616.84474962,570709.545357017
Italy,ITA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,642771.913757338,727538.275293005,751479.896706136,948974.698121794,1007433.40743267,1109617.39238468,1028600.17972359,1101841.19260106,1312838.77432618,1350204.23388238,1237048.42750905,1267970.50714727,1251135.82538185,1147654.00540086,1167665.72859101,1276722.18792336,1579337.4222062,1803423.30210931,1858658.16021161,1953711.12743138,2214164.03211674,2408342.08620509,2196468.84628117,2134194.98166229,2295638.52043075,2089110.0347078,2141957.26928641,2163733.7509671,1836696.19822974,1876791.62813031,1964957.54460488,2093435.33450029,2011615.01055514,1896138.10509119,2112989.71406886,2010895.82154751,538984.021275287
Jamaica,JAM,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,7456.46991304348,8439.53545972834,8873.07351167416,8919.45060925565,9129.1287849965,9250.70748929059,9724.23776486923,9531.53387994238,10257.8137760948,11284.9769364065,11916.677985801,12830.0698869922,13681.3882809984,12052.9689543886,13186.787847593,14420.3507222294,14839.2279571198,14352.1683233659,13904.1134415612,14190.5028175299,14071.3612420436,14789.5892411487,15679.6136676531,15766.381534368,13842.612123288,14659.7638716268,17099.4210271014,0
Japan,JPN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,3989181.45618161,4263977.73663293,4468058.06578798,4687837.89706299,4847843.25434938,4891925.92528732,4863957.40634319,4911344.07786739,5040016.42293621,5198908.71477875,5251616.54303943,5182399.71051782,5169647.85206336,5310149.26714061,5331374.50126636,5331658.26696252,5415617.71727985,5532173.92704297,5633186.81580572,5708967.6548183,5793287.86152454,5721017.79810163,5396335.94821266,5617670.99148134,5619674.94922707,5696577.6526198,5813023.87567899,5825480.96976689,5918383.43898133,5961108.87399268,6062881.77087964,6101280.32895811,6077232.83600934,5814081.94777086,5944730.75390943,6005519.30530835,1515069.04646584
Japan,JPN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,2588492.2215423,3134101.59602125,3115277.56821078,3207121.20156947,3661044.65851807,3985879.09265873,4551328.76325168,5005495.49762572,5568131.27166254,4924950.05630114,4494172.87228849,4119003.34346491,4660599.86984998,4969900.03865216,4379903.07125329,4194996.63996999,4527997.91133206,4895973.27224298,4843863.31352922,4598630.3312943,4581383.88392773,5113095.10639659,5292640.91471364,5773563.24686609,6247009.42130901,6270842.89865712,5218505.78335544,4908511.17440803,4446716.88783984,5010877.96357684,4933750.46259304,5045901.85894843,5118891.74667301,5047961.11386534,5009534.26061994,4259249.62026412,1081254.71315964
Jordan,JOR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,10384.313476585,10845.1985389163,11386.631723403,12064.2669296273,12282.5206247705,12744.2054582482,13153.6273973717,13567.6390646071,14145.5173977136,14859.0109224622,15834.1698206273,16470.3001266716,17831.2851256929,19414.27360791,21068.8913147104,22837.6876220254,24504.657189694,25727.1914940403,26318.405080972,27045.7890913794,27709.0005321081,28431.8178653035,29390.4431939879,30123.6645487566,30730.9677138032,31496.848064511,32106.0888997949,32667.7444332658,32161.9834982799,32860.077044092,33680.4782930453,8577.39201581571
Jordan,JOR,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,5440.65567003871,5710.45354354085,6342.96431450624,6842.56297274973,7043.85918692353,7393.80479220281,8153.95544740374,8391.27713489868,8696.85537522942,9244.09915211211,9974.60046227967,10568.3941964253,11765.386258058,13127.7645640217,15780.2349377141,17948.3547468492,22625.8149488921,24500.8041029612,27119.5306332068,29542.8832308296,31678.6217181702,34514.5901859996,36910.1724749223,38615.3635644751,39936.8184390112,41649.3198352805,43389.141010067,44561.3590925456,43653.9255616155,45169.0932054416,47472.3634838874,12209.3110896251
Kazakhstan,KAZ,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,54668.8027440216,60009.6321448799,68088.8269789825,74744.3334604318,81646.8056067257,89460.4030326054,98112.8681423046,108614.421697936,118305.952460171,122261.216678895,123565.701493109,132626.67627363,142580.143476972,149759.533038362,158555.538956056,165332.253814084,167104.261117237,168593.377806044,175275.327047293,182470.386978552,190653.622517584,185820.23410359,193273.188516148,199652.581445927,0
Kazakhstan,KAZ,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,11257.3575595243,17018.6213811802,20136.2352487001,21274.1481439433,21206.9250771273,17696.0544640808,18153.9658767912,21467.591612389,22981.7575708602,29937.4342362187,43120.6664115568,57151.5641739746,80560.2534411404,102070.204096082,135308.517374863,109145.195893293,140023.279872785,181431.571452646,198069.364029177,226569.038183188,218472.254853106,182342.067841043,132595.603394533,160082.567276435,173230.74596997,175111.534546806,167860.453235818,191067.084599008,221362.700618406,0
Kenya,KEN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43420.9041731944,46917.1034527931,49321.5154661896,51582.4633007255,53552.4168927217,56240.7604961447,59037.3603077003,61528.6218886418,63890.1558258859,67490.7155156138,70933.1349641487,70720.0566816744,76093.4312453119,79773.1218009276,0
Kenya,KEN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42465.4617155431,45435.7300864517,46882.5504092479,56430.6879935278,61738.2106181011,68328.3825797324,70261.4212055375,74875.8894073514,82092.055908547,92258.9853316105,100367.494371883,100616.194997595,109707.342018455,113432.840441315,0
Kiribati,KIR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Korea Rep.,KOR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,276799.264540719,309981.092741939,331905.891912636,364689.982408228,403996.55370374,429038.771705493,458545.882533952,501046.882646326,549220.362828946,592557.712265795,629121.796558957,596851.32010843,665291.917358516,725572.909115635,760780.605848575,819551.912795312,845345.680804532,889281.684510605,927596.601671893,976428.400794699,1033056.75833453,1064182.68491259,1072618.45030252,1145608.25788202,1187831.57235214,1216369.59401615,1254864.1476094,1295050.59212126,1331429.90062991,1370665.56492077,1413973.60398763,1455083.44560771,1487735.27807763,1477181.05550777,1540769.78274491,1581025.12670184,396859.277855506
Korea Rep.,KOR,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,147553.44865017,199247.923400598,245890.628260406,282173.801909588,329071.760254406,354502.331136297,392668.20029957,464970.513556801,568759.210291188,612411.760041396,576713.136468311,386712.074300316,497891.96870259,575998.017970994,548242.989721007,629085.749583541,702773.94665969,793937.318642946,934899.634973989,1053751.56395911,1172895.0978881,1067390.40529342,950143.513677952,1144118.68740989,1253934.81680989,1279223.4238718,1371859.63740673,1484947.42121873,1466107.71134532,1501130.2023745,1623747.8613426,1725400.24439105,1651539.47534679,1647749.36663104,1818039.98105732,1677740.45942956,429251.162839784
Kuwait,KWT,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113371.618929789,124376.610806707,132629.294335404,134151.585983666,134840.784475475,135604.201002558,139557.583262712,132941.662522012,136184.767508241,135431.931741513,123439.611194032,0,0,0
Kuwait,KWT,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115222.580533552,153818.668670772,173709.212793948,173770.552606514,162762.424715792,114570.214789611,109144.675531567,120545.0387987,138032.274195131,136031.096539577,104968.52289886,0,0,0
Kyrgyz Republic,KGZ,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean developing,LAC,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,4568648.53604123,4586334.35687293,4635867.3513708,4791427.78803039,2358810.19534337,2406141.80621308,2504023.8404111,2641907.8467475,2644880.9616882,2741632.35524148,2885662.80477322,2953661.58052749,2972453.69121236,3085276.32212425,3098489.65123799,3121854.46950936,3190438.68552044,3344290.19683363,3473459.62912472,3638354.3401281,3826560.26159465,3969139.49086437,3900988.86710216,4167196.21283679,4355727.22210146,4453777.33691375,4588415.621904,4650653.71603183,4642617.16848847,4606403.84675455,4700983.9885141,4776737.63921384,4813473.10638204,4521986.44384106,4818798.21668697,4988373.28138619,1271338.53957495
Latin America & Caribbean developing,LAC,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,3992389.71721793,1667342.62768136,1830501.30519408,2002174.6271063,2010324.98248865,1775280.03149006,1943369.84705568,1889270.8821449,1675492.3949487,1704389.8503263,1927197.12155001,2342846.28978237,2732247.81262575,3244078.47983258,3792628.34897,3508816.51320935,4378156.46873695,5120798.68826108,5124586.2324757,5278182.85616225,5273354.62256214,4479147.82626495,4284476.67370101,4783260.33901548,4653396.67548845,4553301.66966723,3827241.72641971,4376302.98421964,5014038.61821837,1323474.19651132
Latvia,LVA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,13228.9542803687,13575.5296506696,14804.5346602068,15748.3134902064,16110.5828395398,17050.2003872202,18087.0730473899,19376.5949912266,21050.1438462372,22740.5756180858,25137.5931277384,28169.3845317432,31083.8277743459,30213.6441945063,25897.9188543506,24628.0143843045,25211.0694841178,27055.8253831193,27620.5708407281,28182.3439538231,29235.3861681474,29863.8586921305,30849.4881328834,32149.2349418474,32958.3071184847,32211.2974952941,33499.5116075447,34444.1226940082,8680.7915992393
Latvia,LVA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,5373.5396287423,6026.21401319579,6108.67368686101,6706.34366249746,6676.42853605299,6338.99641078934,6681.20248241073,7963.62612172078,10867.4070929198,13791.0466519254,16922.2257884194,21619.4340066733,31155.2560272469,36131.4762647776,26458.5042697926,23946.8884317827,27417.1404664959,28112.0263322429,30211.3766588266,31449.8813155516,27289.4336683067,28015.9103948793,30425.2079566546,34410.0516337367,34342.4994137839,34527.2661800259,39590.4345555937,40919.579099906,11106.4272021174
Lebanon,LBN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,20011.9422740867,21013.190354035,22755.6719970707,24472.1149903492,24193.8734186583,25095.6786552482,26747.2730112743,28548.527606619,31544.7082386772,33597.421794534,36261.4236518329,38960.143708808,43283.7995042007,44328.1973466037,37817.7909458899,38416.9278774453,40766.7300276744,42317.7655982097,43861.485548099,45384.7465588934,46296.8432618159,47490.1573821159,49509.6406611397,51485.1062227169,53841.2320450298,53889.0935631549,57057.873245032,58149.8846184196,14197.1398026002
Lithuania,LTU,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,10295.3931298247,12527.6373866385,13248.1854823515,14504.7295913473,13550.8534323571,12309.226247726,12697.89514158,14373.8766750335,18841.9303610956,22627.0702742897,26066.2657171985,30260.7239206276,39845.0198881353,47930.4129113661,37429.3804318629,37169.5259419679,43594.9213976442,42897.7170059616,46592.1633234761,48611.0839191964,41453.0930807548,43000.6619919779,47769.7655946874,53829.1501470035,54833.2237774543,56813.5913535037,66385.295182681,70413.3317373851,19060.3717855687
Low Income Countries,LIC,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low Income Countries,LIC,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Middle Income Countries,LMC,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,1761191.83006653,1729207.72872668,1801369.38290715,1890171.93600416,1961288.77715759,2143099.89522691,2270117.38331299,2421772.59873639,2587374.09249746,2782484.58940052,3006313.79084628,3189708.85477695,3300326.49531459,3573370.36407951,3788997.90785166,3992712.00570781,4203025.01278229,4437340.68408711,4668272.21870525,4945493.68552364,5202197.41661601,5502940.57762046,5746900.06794025,5485555.42746996,5856871.71712987,6138636.85410794,1583783.30286694
Lower Middle Income Countries,LMC,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,1152494.63656231,904984.109041849,1030874.24510939,1069245.54265311,1072883.01075879,1217928.21481794,1377350.8327173,1571030.87410873,1811014.67452663,2124190.27550685,2639125.77467342,3041116.21989294,2988491.23040657,3710184.20291928,4239668.85642821,4395708.48740956,4569634.5309628,4746092.59081579,4704381.87041474,4868990.25699325,5167607.8418735,5487723.58459114,5816555.59775617,5571475.14710196,6406441.98102541,6857472.89202548,1749373.4339926
Luxembourg,LUX,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,32315.1836943631,32778.0576150132,34543.2110856369,36842.3507193391,39854.7215423396,42615.0949461251,43921.006258068,45341.8452632929,46536.9292583705,48540.6074828397,49745.6495349294,52744.3133853366,57005.5417112805,56819.2674683462,54961.9141051505,57014.5625393975,57601.2678278347,58541.8941778472,60393.5070140593,61977.072386225,63391.3507891831,66553.6782354263,67435.259165037,68277.1250202107,69862.2133893312,69317.5662475691,72850.3334146667,74001.7191125023,18475.7103660129
Luxembourg,LUX,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,20207.9425992886,20717.2718676561,19622.4366870307,20217.7094593745,21884.3112252607,21210.8586239104,21381.0924626898,23632.4063888502,29691.1233586442,35053.7942998713,37611.6448417213,42944.9481361116,51612.7182748146,58832.9563990121,54456.8021093146,56192.5640121231,61651.0178162758,59754.5004315475,65149.8753872524,68684.1761377575,60063.3173189359,62087.6154803222,65664.4731494332,71004.7536121543,69796.0912775436,73937.9816593697,85393.0612839986,82307.0561655451,22040.323001851
