Country,Country Code,Series,Series Code,1987 [1987],1988 [1988],1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994],1995 [1995],1996 [1996],1997 [1997],1998 [1998],1999 [1999],2000 [2000],2001 [2001],2002 [2002],2003 [2003],2004 [2004],2005 [2005],2006 [2006],2007 [2007],2008 [2008],2009 [2009],2010 [2010],2011 [2011],2012 [2012],2013 [2013],2014 [2014],2015 [2015],2016 [2016],2017 [2017],2018 [2018],2019 [2019],2020 [2020],2021 [2021],2022 [2022],2023 [2023]
Cambodia,KHM,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,935435.015389863,976688.737682368,999318.413590176,1000964.01656666,980083.051591265,988906.343072552,1015219.72255221,1060848.42997881,1089427.43494322,1107067.14404206,1154450.06149205,1199429.18879635,1261354.68147814,1326663.03162927,1350409.93952167,1391165.99408027,1416228.10123263,1459946.791058,1506726.41240147,1546418.16372618,1578457.24256248,1594309.51796325,1547660.72915941,1595482.19911525,1645677.67247396,1674657.42369371,1713662.2469032,1762844.97100597,1774465.23763819,1792234.63363271,1846716.41928342,1898000.48352785,1933838.97597542,1835709.07216695,1927711.15559068,1993985.51272439,504752.625253156
Canada,CAN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,433144.060909135,509518.358087338,567147.108010614,596032.939252295,612324.496903614,594603.877201711,579068.259072244,579805.259752244,606235.271309642,630652.640303848,654886.238985808,634542.618294818,678785.913018903,744760.678663496,739134.352000505,760432.487758734,898422.375877535,1028663.94716971,1174424.03301072,1319479.7737352,1475973.48989228,1563524.72691764,1383303.75049768,1617061.13441602,1793917.13694141,1828194.77047732,1846649.32887728,1806265.85205438,1558123.95301372,1529504.81167371,1650650.96090692,1724515.31265338,1743521.10216926,1649798.26571111,2002243.23832504,2139184.11030285,520524.536921859
Cape Verde,CPV,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cape Verde,CPV,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,114806.512491939,123455.942359056,128618.584002533,128030.417143178,134890.018672737,139206.994568672,143363.561321147,149940.336203025,159577.548690399,169137.370801541,179872.119533644,189364.400952803,195777.952495722,193805.201450708,205128.117042166,217693.499946567,231691.308360116,239094.04962104,243226.695711771,248448.435460734,252543.089912224,256557.539791984,266872.97339469,268750.041792727,251783.257127411,281824.794082503,288882.796394763,72413.4714903931
Chile,CHL,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,34297.1571590774,39733.6840045169,49196.9212684543,51197.38293391,59204.6481919932,76286.8275809461,78497.5392993124,85652.5932852546,81996.9675260194,75484.6320994258,78263.547931465,71751.4471743565,70272.0685996166,76996.8649212509,99227.7559928013,122795.632694797,153851.620142541,172853.793783461,182617.255249435,172603.419928914,217583.309917809,251292.637267987,267349.116913256,277331.902648164,259332.728747305,242917.857982406,249439.065007256,276554.144976729,295411.2542708,278994.034475254,254309.423234458,316447.14202357,301397.849461762,86206.3147004106
China,CHN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,954178.171336552,993295.494012055,1131640.74633742,1279892.85845525,1420723.51426989,1561871.22548073,1707268.98144416,1840563.59900073,1983514.35986213,2152507.15388962,2332623.69703584,2544551.79888349,2799369.04163184,3083317.30328294,3432143.63559847,3867057.7067991,4416324.53013642,4844193.29814436,5295358.99466818,5860829.86432566,6422643.18768929,6926598.24306518,7465222.68915728,8017797.52746496,8581259.02711235,9168708.26770799,9801730.98621001,10461354.103293,11089781.5745899,11304424.1008323,12302184.2636801,12671593.7436983,3295313.18539983
China,CHN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,488521.781596188,611084.845592937,561110.113294969,730549.731333517,860300.818992249,959656.34826786,1027463.39119372,1092784.72402067,1210042.87550582,1338954.25768908,1469088.75695849,1657756.40004968,1951247.35484617,2282510.70039094,2746413.25519391,3542976.83433022,4589015.69006171,5085256.88283823,6072584.00508308,7534205.37336749,8521122.73917912,9626538.12789797,10429209.6472853,10947415.2462666,11211965.1212319,12298675.2923871,13882032.4553529,14253945.1480063,14647683.4807497,17794930.4246778,18004346.5858943,4603736.16654487
Colombia,COL,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,186471.841896287,189600.716138609,194348.405178578,201963.437731098,212734.101795321,222194.522797519,237119.037148962,253096.57952127,261406.869508876,264385.557787566,276269.237944334,295464.126175471,307024.129686481,322787.182334867,337309.474507849,347279.5783349,354529.072062143,359348.401533041,368563.259853324,380308.837974569,352728.135205149,391584.437606174,420000.226121647,107184.010751552
Colombia,COL,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,97666.0210011513,110662.634791213,116303.825025993,127698.7601996,118128.82405366,103518.840879934,99232.1838565156,97598.650261157,97644.1785231625,94140.1336023438,116680.245083064,145653.763970386,161890.465209814,206782.966079647,244060.961354847,234634.919473483,286937.614494689,335160.605051673,370949.711079054,382033.549064861,381913.405395112,295072.574649835,283721.481943279,312053.862218486,334339.406034667,323149.459335598,271005.900790198,318141.531040804,344890.626243681,82397.2093246855
Commodity-exporting EMDE,EDE,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,4549028.27243328,4715654.56861803,4610599.31457883,4681554.83891397,4935171.67993394,5056629.25986838,5195554.26306528,5422081.79553163,5747285.96864312,6050233.40406957,6416116.14286513,6860335.95700273,7206276.26037797,7041835.7875636,7478676.04837244,7877954.15393798,8143370.1984581,8411822.0033973,8564594.92824593,8587806.00422435,8604895.68732496,8776053.90882416,8992983.95702066,9165005.03736046,8807127.68821413,9294974.71246583,9545514.4460799,2422342.31939655
Commodity-exporting EMDE,EDE,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,2665381.80758296,2950622.55449138,3073122.22178433,2691956.08332122,2199646.742808,2376109.78191559,2275126.92255985,2089785.40348626,2453252.88374927,3031021.58059011,3787593.07151354,4625894.07657642,5708223.35602565,6958572.29510511,6208210.63333389,7824767.93502797,9391852.64459193,9723896.25809683,10000520.194203,9671583.66017621,7928136.67764102,7710067.83950518,8624446.98699312,8783731.61737207,8799379.94583791,7759470.56890711,9027349.09917633,10354130.7965136,2593399.59418394
Commodity-importing EMDE,EDI,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,3393232.71808069,3580450.36281572,3839063.34947039,4044437.14214258,4442291.69276625,4891656.97743618,5124351.79392498,5358325.63210693,5702535.3215853,5927615.77941999,6354255.56534756,6785147.84544523,7325133.31969389,7924453.65942317,8658335.05627105,9499542.31337573,10115906.1909441,10553901.2755478,11476600.6708025,12352513.6725217,13114190.2963184,13918061.9828577,14769792.5760374,15673048.8021148,16609844.2282331,17638547.4962916,18683058.1200551,19563417.5704896,19391325.931962,20991910.2713697,21811071.8921356,5637133.79184198
Commodity-importing EMDE,EDI,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,2264346.59126961,2185794.73974532,2338662.8623218,2619819.71973637,2938508.90111493,2998584.75121016,3167058.63447394,3449719.54011265,3598922.5494163,3915165.15005693,4318747.45925267,5015381.76622402,5822502.82399526,6731927.24194843,8350055.50326051,10052312.2636996,9976036.49842686,11819085.9655074,13952458.8673151,15031278.5607392,16481565.2642629,17552774.3676058,17748128.3057613,18064411.1647631,19675606.8598036,21737998.6985696,22359275.6431992,22272080.5879648,26520303.3909529,27313400.2206406,7094788.20985725
Commodity-importing EMDE excluding China,EDX,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,4973827.02857428,4791323.32358948,5178751.38654495,3231158.00670889,3325425.1560759,3411454.14261798,3584158.85767288,3621011.47112654,3834405.31345787,4006195.04341324,4259560.36809825,4504723.15312403,4802239.01940663,5091388.13801168,5277273.35227458,5259493.71626331,5615770.8064768,5929870.48483243,6187592.05325326,6452839.29370044,6751995.0485724,7091789.77500246,7441135.96052508,7836816.51008157,8221704.0167621,8473635.99589968,8086901.83112968,8689726.00768964,9139478.14843729,2340774.3272719
Commodity-importing EMDE excluding China,EDX,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,2782863.51446866,3356859.70997956,3448416.2438274,2713253.31646812,1772409.16924697,1993817.40075066,1981984.09531507,2085244.49978381,2250370.10767227,2267461.78682663,2453932.3752347,2668773.77005159,3072574.16168697,3549394.40078704,3993921.55854128,4815718.30641944,5469452.07606275,4891211.26381598,5746501.96042427,6418253.4939476,6510155.82156012,6855027.13636489,7123564.72032042,6800713.05949472,6852446.04353128,7376931.56741652,7855966.24321663,8105330.49519296,7624397.10721521,8725372.96627501,9309053.6347464,2496997.75768372
Comoros,COM,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Dem. Rep.,COD,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Dem. Rep.,COD,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep.,COG,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Congo Rep.,COG,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,14653.0655703001,16004.4878257871,17135.7441225894,17918.7575949477,18645.1835634464,18896.1677941255,19940.2455354451,21360.5907156959,22272.4818190976,23135.2002637083,23941.8317675459,24765.7036679185,25832.3387624593,26976.1444064495,28054.0684873013,30114.4476021873,32599.4211480528,34137.3909213335,33826.8651863153,35643.5332928639,37215.9424847591,39023.3494959395,40003.4404885356,41416.5163804093,42936.5042726481,44730.8297661831,46591.692981027,47809.5377386165,48945.3720850231,46832.5784531783,50510.0263473897,52691.3648364312,13510.920602002
Costa Rica,CRI,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,7192.25248006078,8552.1822667057,9563.87251021748,10545.0566221773,11549.189569023,11656.1956665511,12572.3440928907,13675.5613271206,14313.8638090852,15060.3879120382,15966.8838609562,16584.1020757077,17278.2384137184,18581.9474450561,20028.2150628766,22702.1323847254,26901.4566847409,30799.1526665107,30783.1769623493,37767.6832499551,42783.9531484901,47256.0328215621,50960.6393591207,52010.2567510373,56412.1186362937,58902.3647265271,60610.3708766913,62380.512632119,64307.286186803,62319.752916988,64491.2238630586,68507.2054556294,20442.4633108364
Cote d'Ivoire,CIV,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,47270.0495447462,48734.3661251146,51560.2614578232,54440.6484410318,56715.9606701182,59133.4003637261,62033.6608152662,65086.1541694611,66369.8905602799,61615.5536961028,60883.8572358058,60853.6036418491,59472.3546105197,59236.4817512773,58975.8197158201,60416.5330894201,62600.484369103,64721.1504013476,66531.8555678782,68836.1168463339,63148.5264421633,71168.1685225587,75610.8603886602,19012.8545807835
Croatia,HRV,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,20842.4402006555,22346.0732538251,22213.6496085512,24222.2819886044,23791.1260129738,22106.5607030703,23060.7499906287,26775.4907747339,35256.7389445426,41828.0498369611,44933.5347910921,49520.4230414592,59128.2546438435,68172.4564833571,61814.0104756466,58664.0343831183,62557.9735680706,57278.305687746,59381.0760414943,59205.0171964656,50747.7951758406,52325.2078523219,55930.9298451161,61295.3393762229,61308.010365912,57816.1264259169,68860.3479174364,70330.8949095062,19518.9514345905
Cuba,CUB,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,15635.9305707838,15831.0535824733,16249.0370079362,17241.9536142183,18104.0101007677,19183.9837017093,19941.956273508,20684.5496916761,21227.3514265168,22293.8682680315,23375.9015770486,24477.8453974626,25725.4792357531,26664.1568627126,26126.5730549966,26722.7898859296,26834.0141220088,25908.6559406045,24202.393770827,23772.4640385259,24584.9502173907,26201.4091150746,27703.4855576301,29266.9413008368,30886.8330453133,29538.2735113213,31496.6439495449,33270.6018580718,8513.04810395085
Cyprus,CYP,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,10180.6453130993,10304.1715692711,9473.0729601582,10099.6848648037,10372.8157440898,9777.48011979208,10223.911338188,11239.1968145588,14544.8950041397,17238.4626512415,18433.8304012333,20108.8160532806,24026.2958144882,27928.7427570883,26031.539572942,25805.4747287863,27638.0026188808,25072.3181301793,23959.5891197541,23229.9902822082,19920.8946083314,21026.533024499,22958.3331588805,25606.5170814916,25949.5087463387,24997.7985779912,28413.8154427194,28422.3534864552,7636.04446991145
Czech Republic,CZE,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,149284.585637073,148482.485226889,147965.430841509,149811.443192618,156251.019992471,160988.515088307,163402.910218328,169247.057544146,177169.476944988,188988.430259494,202080.388060786,213310.447348035,218706.263024965,208805.010885442,213599.263822902,217355.888902875,215798.190299958,215709.107133124,220585.756972638,232629.931837606,238331.656696358,251071.856643056,259122.320528055,266806.698848218,252084.197348782,260896.694327957,267030.361945988,66484.1448797222
Czech Republic,CZE,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,60316.6125690527,67349.8691200889,62373.6343625129,67051.1176374879,64951.821456132,61871.7478712925,67923.4175416884,82655.7282011604,100261.527643059,120014.103878705,137033.922520832,156756.557042261,191053.572546136,238205.262697071,208689.31741944,209159.974519636,229803.77453964,209113.564342461,211788.578857678,209538.661234507,188303.271022034,196163.394398353,220064.710512756,249558.937508157,252718.168948389,246699.173899229,281770.461846567,290645.534149258,82000.5742986681
Denmark,DNK,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,241279.836723081,246001.52636965,246028.118074804,259147.246611751,266993.276949403,274736.264429579,283695.268426735,289988.084652873,298536.76386632,309722.823170199,312272.118237307,313728.568088396,314952.15585476,323355.873342188,330911.426233947,343859.924662816,346986.481329328,345210.007693285,328272.014832703,334413.775400391,338884.321164941,339651.787322051,342821.924838679,348373.681948243,356534.750126132,368107.497142473,378494.512639372,386024.766478309,391790.180552208,382291.217208712,408456.901087287,419612.675393629,106044.950188496
Denmark,DNK,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,138568.205549649,139609.457074818,153106.265371738,143298.124873844,156695.56901478,185139.081354901,187709.176654789,173656.572919634,177239.86089269,177962.076754878,164287.569734884,164819.358425184,179475.340329334,218802.708190329,251788.677955358,264694.181693088,283333.635401948,320054.247957187,355177.649730349,322296.851712939,322410.179388671,344928.656394826,327345.847901657,343698.147202874,352939.185096492,303112.481052434,313095.394722083,333048.861467864,357180.468961524,346568.949434592,355524.743768965,405662.872655453,400591.432499161,102088.979584179
Developing Countries,DEV,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,6721868.23626099,7164296.8874008,7501064.64490385,7855261.46631788,8443343.14937218,8574149.82715791,8865317.49491778,9412446.42113359,9731600.20022211,10268748.9849581,10881099.2137612,11668655.8511619,12509138.3263261,13527735.7895369,14725603.7455734,15612680.9763736,15921939.7047041,17222389.8559488,18377047.0538288,19336595.8715853,20368834.823547,21308802.3602239,22164622.4218584,23065338.9454045,24213141.9110443,25385924.9602024,26384073.7428125,25950754.7431852,27899896.5034463,28831899.2253112,7421651.8231845
Developing Countries,DEV,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,3754899.25769331,4335044.53273181,4844938.0733315,5270444.84111349,4986419.75901015,4767567.45346193,5205623.74231488,5254457.43360729,5407197.16707114,6079430.73102296,7186071.09314217,8549639.86357848,10125545.4695509,12579240.6600268,15216658.6798821,14691315.0474644,17930464.1987784,21314918.2880775,22675210.2300275,24331212.3596854,25052740.4649282,23779671.3273277,23876080.1418702,26207530.2770427,28149601.8605479,28795468.0672949,27841438.5986588,32993732.1375241,34834534.6706999,8945973.05963416
Djibouti,DJI,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific developing,EAP,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,1726260.48460112,1835206.34553401,2037053.61963537,2237517.48957951,2437393.68624595,2611838.74859696,2670739.09987787,2836407.19110226,3047457.30657334,3263412.22091148,3524398.19646142,3838213.74141564,4186286.72369762,4600576.24115818,5098392.6189755,5723684.99911272,6220809.33254514,6700152.32992755,7363269.24279734,7993935.75508815,8597338.38021422,9219635.79041979,9852654.67985672,10504544.131905,11186303.0615931,11926245.2327165,12694403.5043268,13424045.3775075,13534530.342917,14610096.9740237,15111645.2079916,3922471.58072108
East Asia & Pacific developing,EAP,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,1066710.77310207,1077183.7087528,1326832.77847519,1525625.17522103,1594687.14405601,1413340.7615621,1562591.72573981,1704214.56817757,1815666.74957247,2012449.10710422,2274437.29671387,2636200.56134352,3042235.67174301,3665975.84207324,4639438.58268109,5870093.6855459,6342450.74480212,7644366.10896881,9344674.16683465,10429521.2467727,11586103.0136348,12378786.7110162,12829547.9470652,13187823.2099916,14429375.9315985,16149216.6918731,16672835.1539843,16923690.0498349,20270644.9775276,20646634.517187,5292399.58775918
Ecuador,ECU,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,37603.3348088719,39555.7848553563,40154.8511606497,40274.2019476338,42168.6278577167,42905.9040762618,43936.5180285214,45716.3570741097,46683.5334526745,43742.7233220599,46059.8905815905,47909.485319501,49872.2299314472,51230.1895776845,55436.7111599013,58370.0384404547,60940.378512618,62275.0117869728,66233.915617379,66609.1251804701,68957.29578385,74382.9529901308,78579.6109819341,82466.5602926466,85591.1098591886,85675.7360220189,84625.0225167235,86629.2701479188,87746.1743394704,87756.7961041191,80922.641627938,84349.9188123225,86836.2749111044,0
Ecuador,ECU,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,18318.601,24468.324,28548.945,32432.858,36591.661,41507.085,46802.044,51007.777,61762.635,62519.686,69555.367,79276.664,87924.544,95129.659,101726.331,99290.381,99937.696,104295.862,107562.008,108108.009,99291.124,106165.866,115049.476,0
Egypt Arab Rep.,EGY,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82759.0197743077,170059.817121038,176279.967144635,183441.022936316,193765.556499605,207375.631285498,222511.499208823,235811.329390104,246608.858825998,260112.12809227,258006.533562614,266851.047782594,271418.25524064,284621.451856552,295856.375325175,307345.597650038,322689.990635478,340099.290333576,359207.306391349,364471.292715489,390475.893754454,407056.179181214,0
Egypt Arab Rep.,EGY,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50961.8524205497,98677.2837335722,86729.0369483624,95707.0494386604,113190.684983346,137009.864493152,166250.385663203,206117.98112455,232241.52094362,266001.773394909,278892.009603666,306963.514951843,306162.396782901,342239.99802477,351999.594700191,325183.193403231,240036.026568913,288323.336357486,352741.770238949,401099.716065478,459069.23057867,459969.731441637,0
El Salvador,SLV,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,12507.1503254223,12701.429271184,13582.9592269148,14388.2940136676,15053.4263258423,15787.4059449914,15920.4999711797,16414.9259898395,16843.9743314251,17205.2381770094,17396.4276093669,17546.428690283,17813.7051162637,18093.4523714036,18254.3113628728,18749.6467913338,19575.2063625031,19937.787890669,20379.7844412799,19965.3649786263,20375.7372608408,21141.9215910992,21732.2613388474,22213.5880780674,22592.8190511073,23130.111829683,23705.439940295,24239.8922478993,24832.882964212,25448.3368895066,23441.1256647994,26081.5370977307,26757.9445628187,6718.62331273869
El Salvador,SLV,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,4812.18900726791,5248.48471722258,5808.79573491348,6678.01821891898,7672.69567054112,8918.07097755052,9585.25004012594,10220.3695390214,10933.6297245132,11283.6029282669,11782.8049288082,12280.231539228,12655.4827526966,13234.5192122577,13710.8121369062,14677.2517999388,15983.9873953915,16998.011769833,17990.9873534144,17610.8570137509,18452.3293135245,20285.851549868,21392.0250130836,21984.9918587893,22588.8959343829,23428.9212686737,24171.3085175836,24959.5562213753,26007.4892401411,26881.8512527492,24918.9204796451,29440.3429167478,32490.547001375,8338.7058646296
EMDE East Asia and Pacific,EAA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,1726260.48460112,1835206.34553401,2037053.61963537,2237517.48957951,2437393.68624595,2611838.74859696,2670739.09987787,2836407.19110226,3047457.30657334,3263412.22091148,3524398.19646142,3838213.74141564,4186286.72369762,4600576.24115818,5098392.6189755,5723684.99911272,6220809.33254514,6700152.32992755,7363269.24279734,7993935.75508815,8597338.38021422,9219635.79041979,9852654.67985672,10504544.131905,11186303.0615931,11926245.2327165,12694403.5043268,13424045.3775075,13534530.342917,14610096.9740237,15111645.2079916,3922471.58072108
